state_county,nursing_home_count,overall_rating,health_insp_rating,qm_rating,longstay_qm_rating,shortstay_qm_rating,staffing_rating,rn_staffing_rating,nursing_turnover,rn_turnover,admin_turnover,nurse_aide_hrspres,lpn_hrspres,rn_hrspres,total_nurse_hrspres,total_weighted_health_survey_score,reported_incidents,substantiated_complaints,infection_control_citations,num_fines,fines_dollar_total,num_payment_denials,total_penalties
"IN, Marshall",4,4.0,3.75,4.5,4.75,4.25,3.25,3.75,52.2,45.97,1.0,1.97,0.7,0.77,3.41,33.33325,2,11,8.0,3,42500.0,1,4
"IN, St. Joseph",18,2.67,2.33,4.0,3.89,3.89,2.67,2.89,57.56,54.71,1.0,2.04,0.76,0.67,3.45,81.62961111111112,13,230,36.0,32,1318299.01,9,41
"IN, Vanderburgh",17,2.65,2.29,3.53,3.65,3.4,2.94,3.18,60.84,61.09,2.47,2.13,0.82,0.71,3.63,66.76464705882353,2,208,56.0,45,599752.16,9,54
"IN, Hamilton",17,2.65,2.65,3.76,3.76,3.8,2.38,2.44,64.95,54.73,1.79,1.94,0.87,0.56,3.36,64.61770588235294,23,343,44.0,73,697459.38,6,79
"IN, Lagrange",2,2.5,2.5,4.0,4.0,4.0,1.5,1.5,55.4,50.0,1.0,1.31,1.02,0.49,2.78,47.8335,3,1,0.0,1,7465.35,2,3
"IN, Hancock",5,2.8,2.8,3.4,3.8,3.33,2.4,2.4,52.45,39.15,4.33,2.07,0.79,0.49,3.34,64.4,2,79,15.0,22,204917.84,4,26
"IN, Vermillion",2,3.0,2.5,4.0,4.0,4.5,2.0,2.5,49.6,46.65,0.0,1.86,0.66,0.53,3.04,61.667,1,7,4.0,2,32462.95,1,3
"IN, Orange",2,3.0,3.5,3.0,3.5,3.0,2.0,2.0,43.5,58.35,0.5,1.8,0.81,0.41,3.0,39.6665,0,10,4.0,4,52750.0,0,4
"IN, Whitley",2,4.0,4.0,4.0,3.5,5.0,2.5,3.0,57.1,37.5,,1.65,0.67,1.05,3.25,20.0,2,0,2.0,1,6500.0,0,1
"IN, Lake",23,1.95,1.68,3.0,3.41,2.5,2.41,2.41,55.12,50.95,4.8,1.92,0.9,0.52,3.35,116.57960869565218,9,730,78.0,112,1364778.99,13,125
"IN, Hendricks",10,3.2,2.8,4.5,4.44,4.1,2.3,2.4,57.11,51.26,0.7,1.96,0.72,0.81,3.66,63.2668,10,96,24.0,20,388958.07,1,21
"IN, Bartholomew",6,2.83,3.0,3.67,3.2,3.8,2.5,2.83,61.07,44.12,1.67,1.89,0.68,0.74,3.32,45.13883333333333,10,12,7.0,10,79730.83,0,10
"IN, Porter",10,2.5,2.4,3.9,4.4,3.1,2.0,2.2,56.11,55.31,2.22,1.77,0.82,0.52,3.1,59.9332,2,102,14.0,20,158527.7,0,20
"IN, Vigo",10,3.0,2.6,3.6,3.5,3.67,2.8,3.1,53.4,43.63,2.5,2.12,0.69,0.69,3.48,71.0167,5,116,31.0,31,509348.38,4,35
"IN, Daviess",6,2.67,2.83,3.0,3.67,2.25,2.83,3.33,43.58,30.08,1.2,1.85,0.8,0.81,3.42,57.722333333333346,1,30,10.0,18,134825.38,0,18
"IN, White",2,4.0,3.5,4.5,3.5,4.5,2.5,2.5,38.7,37.5,2.5,1.79,0.69,0.57,3.1,34.0,0,0,2.0,3,29900.0,0,3
"IN, Wayne",8,3.88,3.5,4.25,4.25,3.86,2.12,2.5,56.49,54.2,1.25,1.79,0.75,0.51,3.05,38.333375,0,57,11.0,6,29575.0,0,6
"IN, Clark",7,2.71,2.43,4.14,4.14,4.0,2.0,2.0,64.4,58.11,2.33,1.83,0.92,0.4,3.14,78.21414285714286,23,200,35.0,19,455709.64,3,22
"IN, Grant",6,2.5,2.67,3.67,3.17,3.67,1.67,1.67,54.88,48.3,1.0,1.92,0.83,0.39,3.11,71.49983333333334,14,97,21.0,26,401782.22,4,30
"IN, Morgan",6,3.67,3.5,3.33,3.17,3.4,2.17,2.67,58.52,51.52,1.5,1.68,0.69,0.52,2.9,34.25,1,27,5.0,7,6505.139999999999,0,7
"IN, Putnam",5,3.0,3.0,3.2,3.2,3.25,2.6,2.6,52.18,66.87,1.33,1.96,0.77,0.59,3.31,56.433400000000006,9,3,12.0,12,143771.37,2,14
"IN, Jefferson",5,3.4,3.4,3.2,3.0,3.2,2.4,2.8,58.78,53.8,1.75,1.77,0.71,0.6,3.08,52.03339999999999,13,24,13.0,12,108733.06999999999,1,13
"IN, Decatur",5,3.0,3.0,3.6,3.4,4.25,2.0,2.8,62.7,60.88,2.0,1.7,0.55,0.62,2.85,41.6,6,10,6.0,5,20933.25,1,6
"IN, Boone",7,2.5,2.33,3.17,3.0,3.8,3.0,3.17,57.77,52.58,1.5,1.75,0.92,0.82,3.58,68.94433333333332,11,24,15.0,15,169264.12,1,16
"IN, Dubois",9,3.67,3.44,4.11,3.88,4.0,2.78,3.22,53.79,50.34,2.22,1.79,0.85,1.12,3.89,43.03699999999999,1,36,10.0,10,60957.79,2,12
"IN, Fountain",1,2.0,2.0,4.0,4.0,3.0,2.0,2.0,61.7,50.0,0.0,1.47,0.37,0.45,2.28,72.0,1,7,3.0,2,19500.0,0,2
"IN, Randolph",3,4.33,4.0,4.33,4.67,3.67,2.33,2.67,54.9,51.0,0.0,1.75,0.81,0.62,3.2,23.111,0,5,3.0,0,0.0,0,0
"IN, Ripley",5,2.6,2.8,3.0,3.0,3.25,2.4,2.8,46.8,51.1,1.0,1.7,0.73,0.66,3.05,52.03340000000001,2,16,8.0,12,92962.88,0,12
"IN, Cass",4,2.75,2.75,3.75,3.5,3.33,2.0,2.5,49.32,40.42,1.0,1.94,0.58,0.5,2.98,47.79175,9,14,4.0,4,9883.25,0,4
"IN, Warrick",8,2.57,2.14,3.57,3.29,3.83,2.43,2.71,50.38,38.9,1.67,2.0,0.75,0.49,3.23,101.125,2,200,49.0,34,736087.6000000001,4,38
"IN, Sullivan",2,4.5,4.0,5.0,3.5,5.0,2.5,3.0,58.6,64.7,0.0,2.08,0.73,0.67,3.45,28.3335,4,5,0.0,0,0.0,0,0
"IN, Martin",2,3.0,3.0,5.0,5.0,4.0,1.0,1.0,57.9,60.7,0.5,1.95,0.98,0.74,3.66,46.0,0,9,3.0,7,45102.96,0,7
"IN, Scott",4,3.0,2.5,3.75,4.25,3.33,3.0,3.75,63.55,65.1,1.0,1.61,0.74,0.84,3.14,55.08325,3,25,3.0,6,493870.1,1,7
"IN, Spencer",3,3.0,3.0,3.0,3.0,4.0,3.67,4.33,48.73,41.27,0.0,1.82,0.77,1.07,3.6,61.666666666666664,0,20,3.0,5,90528.25,1,6
"IN, Gibson",4,2.5,2.25,3.5,3.5,3.25,2.25,2.5,52.33,55.6,2.33,1.64,0.66,0.72,3.0,63.70825,0,18,7.0,13,234172.21,1,14
"IN, Starke",2,4.0,3.5,4.0,4.5,3.5,2.0,2.5,46.15,47.2,1.0,1.95,0.44,0.58,2.97,30.0,0,14,0.0,1,657.8,0,1
"IN, Noble",6,4.17,4.0,4.33,4.0,4.25,2.17,2.83,56.58,47.92,1.4,1.69,0.75,0.69,3.1,25.0,4,16,5.0,5,6180.139999999999,0,5
"IN, Jasper",2,4.0,3.0,4.0,4.5,4.0,4.0,4.0,62.1,62.6,1.5,2.17,0.67,0.89,3.75,50.3335,0,24,4.0,3,27114.75,0,3
"IN, Carroll",1,3.0,3.0,4.0,2.0,5.0,2.0,3.0,65.9,69.2,4.0,1.01,0.6,0.68,2.34,34.0,0,13,0.0,1,1950.0,0,1
"IN, Clinton",4,3.0,2.25,4.0,3.75,4.25,2.5,2.5,44.95,31.8,0.0,2.05,0.89,0.5,3.41,67.66675000000001,7,48,8.0,6,118320.25,1,7
"IN, Greene",2,3.0,3.5,4.0,3.0,4.5,2.5,3.0,89.6,92.85,1.5,1.75,0.68,0.81,3.18,46.75,3,13,5.0,2,9283.12,0,2
"IN, Harrison",3,3.0,3.0,4.0,4.33,3.0,1.67,1.67,55.93,55.13,4.67,1.57,0.93,0.41,2.93,62.666666666666664,18,49,3.0,5,108504.25,1,6
"IN, Washington",2,4.0,3.5,4.5,5.0,4.0,2.0,2.5,47.1,42.1,1.5,1.62,0.81,0.49,2.95,35.6665,4,17,3.0,2,19500.0,0,2
"IN, Fayette",4,3.5,3.0,4.25,3.75,4.5,1.75,2.25,55.25,33.12,1.5,1.49,0.69,0.46,2.64,54.54175,2,39,13.0,5,46000.0,1,6
"IN, Wells",4,4.25,4.25,4.5,4.75,3.0,2.25,2.5,55.27,42.57,0.75,2.3,0.74,0.61,3.63,22.41675,0,3,4.0,5,87182.5,1,6
"IN, Posey",2,2.0,2.0,3.5,3.5,4.0,2.0,2.5,56.9,55.6,3.0,2.05,0.78,0.63,3.44,103.083,0,19,8.0,7,21203.0,0,7
"IN, Pike",2,4.5,4.5,4.5,5.0,4.5,2.5,3.5,50.25,55.0,0.5,1.47,0.97,0.8,3.19,19.6665,0,1,1.0,2,10400.0,0,2
"IN, Crawford",1,5.0,5.0,5.0,5.0,5.0,2.0,3.0,40.0,40.0,1.0,1.56,0.87,0.6,2.99,13.333,0,0,0.0,0,0.0,0,0
"IN, Jackson",4,4.25,3.0,4.5,4.25,4.25,3.0,3.25,44.62,28.05,1.5,1.89,0.72,0.73,3.31,48.33325,2,10,5.0,8,69663.75,0,8
"IN, Fulton",2,2.0,1.5,4.0,3.0,4.5,2.5,3.0,56.85,82.65,0.0,1.95,0.67,0.67,3.26,100.333,1,9,0.0,1,9750.0,0,1
"IN, Perry",2,4.5,4.0,5.0,4.5,5.0,2.0,3.0,50.4,45.3,1.5,1.59,0.69,0.59,2.88,27.0,0,15,2.0,2,12650.0,0,2
"IN, De Kalb",4,3.25,3.25,4.5,4.5,4.75,1.5,1.75,62.72,49.35,1.33,1.71,0.75,0.6,3.03,42.7915,6,43,18.0,6,197464.51,2,8
"IN, Montgomery",4,2.25,2.5,3.0,2.75,3.67,2.0,2.0,58.18,73.35,4.0,1.63,0.86,0.55,3.01,58.04175,5,18,8.0,7,55500.25,0,7
"IN, Pulaski",3,3.67,4.0,3.67,3.33,5.0,2.33,2.67,60.27,66.67,0.5,1.86,0.83,0.62,3.27,25.555666666666667,0,6,5.0,2,8250.0,0,2
"IN, Steuben",2,3.5,3.0,3.5,3.0,3.5,2.5,2.5,,,,1.88,0.6,0.55,3.02,38.333,0,15,6.0,73,311433.19,0,73
"IN, Switzerland",1,5.0,4.0,5.0,5.0,5.0,3.0,3.0,54.7,37.5,0.0,1.83,1.0,0.52,3.35,30.0,0,0,1.0,0,0.0,0,0
"IN, Franklin",1,4.0,4.0,4.0,5.0,3.0,3.0,3.0,42.9,57.1,1.0,2.08,0.77,0.59,3.46,16.0,0,0,0.0,0,0.0,0,0
"IN, Ohio",1,4.0,3.0,5.0,5.0,3.0,2.0,3.0,43.8,,0.0,1.41,0.66,0.64,2.67,46.667,0,4,0.0,2,26277.5,0,2
"IN, Brown",1,4.0,4.0,4.0,4.0,5.0,2.0,2.0,52.3,41.7,0.0,1.49,0.67,0.37,2.53,23.333,0,1,2.0,0,0.0,0,0
"IN, Clay",2,1.5,1.5,3.0,3.0,3.5,2.0,2.0,36.4,50.0,1.0,1.75,0.66,0.48,2.89,76.667,0,4,2.0,3,88554.0,0,3
"IN, Union",1,5.0,5.0,4.0,4.0,3.0,2.0,2.0,51.9,66.7,0.0,2.48,0.73,0.44,3.64,14.667,0,3,1.0,0,0.0,0,0
"IN, Jay",2,4.5,4.5,4.5,5.0,3.0,2.5,3.0,40.45,14.6,0.0,1.57,0.82,0.6,2.95,22.3335,0,0,0.0,1,15000.0,0,1
"IN, Tipton",1,5.0,5.0,2.0,5.0,1.0,4.0,4.0,30.4,23.5,,2.3,0.54,0.86,3.68,6.667,0,1,1.0,0,0.0,0,0
"IN, Warren",1,3.0,3.0,3.0,2.0,3.0,3.0,3.0,46.0,42.9,0.0,1.95,0.71,0.62,3.28,42.0,2,1,2.0,0,0.0,0,0
"IN, Newton",2,3.0,2.5,4.5,4.0,4.5,2.5,2.5,53.9,50.0,1.5,2.11,0.62,0.5,3.22,68.0,0,24,8.0,7,72375.0,1,8
"IN, Blackford",2,4.0,4.5,3.5,3.0,4.0,1.5,1.5,46.65,16.7,2.0,1.6,0.8,0.63,3.0,20.333,0,0,1.0,0,0.0,0,0
"IN, Owen",2,3.5,3.5,4.5,5.0,4.0,1.5,2.0,56.9,30.0,5.5,1.3,0.57,0.51,2.38,33.0,3,13,2.0,5,13467.69,0,5
"IN, Jennings",1,1.0,1.0,4.0,4.0,3.0,1.0,1.0,68.9,77.8,2.0,1.54,0.62,0.14,2.28,140.167,4,20,6.0,17,110864.45,0,17
"IN, Benton",1,3.0,4.0,2.0,1.0,2.0,1.0,1.0,28.6,66.7,1.0,2.02,0.59,0.26,2.85,27.333,0,0,0.0,0,0.0,0,0
"IA, Polk",31,3.06,2.52,3.87,4.2,3.61,3.3,3.47,60.0,56.06,1.83,2.42,0.64,0.91,3.93,95.03238709677416,65,517,27.0,86,2168086.47,7,93
"IA, Linn",18,4.11,3.39,4.47,4.31,4.8,3.41,3.71,51.36,47.84,0.82,2.3,0.68,0.95,3.87,24.662999999999997,7,59,2.0,22,104474.82999999999,2,24
"IA, Floyd",3,4.67,4.67,3.67,4.33,3.0,4.0,4.0,42.63,35.83,0.67,2.54,0.68,0.77,3.96,4.222333333333333,0,0,0.0,0,0.0,0,0
"IA, Johnson",7,3.71,3.29,3.71,3.43,4.0,3.0,3.29,53.89,46.04,0.33,2.35,0.53,0.77,3.6,35.21414285714285,9,29,5.0,9,169194.77,2,11
"IA, Scott",11,2.5,2.2,3.2,3.3,3.0,3.1,3.2,62.66,56.44,1.0,2.38,0.76,0.76,3.86,69.9667,18,181,34.0,29,310143.62,2,31
"IA, Black Hawk",12,3.25,2.83,3.67,3.17,3.9,3.25,3.25,57.82,64.33,1.44,2.68,0.76,0.75,4.17,47.86116666666666,20,131,28.0,21,341994.49999999994,0,21
"IA, Cerro Gordo",6,4.0,3.83,4.17,3.6,4.33,3.5,3.5,47.58,43.0,0.8,2.48,1.01,1.2,4.69,19.888833333333334,2,11,15.0,5,18582.8,0,5
"IA, Calhoun",4,3.25,2.75,3.75,3.25,4.5,4.33,4.67,42.2,35.93,1.0,2.55,0.63,1.14,4.31,50.16675,5,33,13.0,3,4875.0,0,3
"IA, Dubuque",12,3.82,3.45,3.0,2.64,3.86,4.0,4.2,49.41,31.89,0.5,2.31,0.48,1.17,3.84,20.863636363636363,6,9,9.0,9,97041.71,0,9
"IA, Des Moines",4,2.75,2.5,3.75,3.0,4.25,3.0,3.0,52.37,53.7,6.5,2.38,0.8,1.05,4.13,44.5,3,10,6.0,12,98948.03,0,12
"IA, Boone",4,3.0,2.25,3.75,4.0,2.0,3.67,3.67,64.67,70.47,0.33,3.15,0.73,0.82,4.67,37.708,1,10,5.0,4,32020.0,0,4
"IA, Clayton",5,4.2,4.2,2.6,3.0,3.25,3.8,4.0,47.42,50.96,1.2,2.2,0.63,1.19,3.94,6.933400000000001,3,2,0.0,5,6505.1,0,5
"IA, Woodbury",11,2.45,1.82,3.36,2.8,3.6,3.3,3.4,59.88,58.32,0.71,2.38,0.73,0.91,4.03,98.84836363636363,37,220,38.0,48,638023.6299999999,3,51
"IA, Henry",6,3.33,2.67,3.83,3.83,4.33,3.67,4.17,58.28,68.75,0.83,2.27,0.35,1.16,3.7,74.97233333333332,4,38,4.0,11,156617.68,0,11
"IA, Lee",7,2.43,2.29,3.29,3.0,3.67,2.57,2.29,55.77,55.69,0.29,2.44,0.77,0.61,3.74,56.357142857142854,2,42,24.0,11,288774.51,1,12
"IA, Shelby",2,3.0,2.5,3.5,3.5,3.5,3.5,4.0,58.2,12.5,0.0,2.06,0.76,0.84,3.6,44.3335,4,2,0.0,1,11715.0,0,1
"IA, Webster",6,2.4,1.8,3.8,3.4,4.33,3.2,3.2,53.6,47.44,0.0,2.33,0.62,0.83,3.72,119.41666666666669,15,73,23.0,31,1196332.78,3,34
"IA, Sioux",5,2.2,1.4,2.6,2.4,5.0,4.2,4.0,57.0,54.18,0.75,2.78,0.7,1.02,4.48,68.0,3,14,10.0,13,127115.51,3,16
"IA, Page",4,2.75,2.5,2.75,1.75,4.33,3.33,3.33,52.97,37.5,3.67,2.12,0.92,0.74,3.77,46.70825,6,29,0.0,13,327193.55,0,13
"IA, Warren",6,3.17,2.67,3.33,3.33,3.67,3.33,3.5,58.78,63.74,1.0,2.32,0.74,0.78,3.8,52.97216666666668,12,29,9.0,15,117858.09,1,16
"IA, Mitchell",5,3.6,2.8,4.4,4.4,,3.6,4.2,64.96,62.15,1.0,2.14,0.74,0.98,3.78,33.0334,0,4,3.0,29,144077.68,0,29
"IA, Fayette",5,3.4,3.2,3.2,2.8,5.0,3.6,3.8,41.6,24.34,1.5,2.49,0.72,0.97,4.07,21.6334,1,1,1.0,5,128315.11,1,6
"IA, Obrien",5,2.4,2.2,4.0,4.0,,3.2,3.4,65.15,58.12,1.0,2.14,0.7,0.89,3.66,87.4668,4,26,8.0,17,228686.16,0,17
"IA, Winneshiek",3,3.67,3.33,3.67,3.67,4.0,3.0,3.33,61.53,59.37,0.33,2.06,0.76,0.82,3.56,18.889,6,4,5.0,19,53220.68,1,20
"IA, Sac",4,3.75,3.5,3.0,3.25,4.0,4.25,4.25,50.68,54.77,0.5,2.34,0.79,0.92,3.99,17.83325,2,0,1.0,2,17364.75,0,2
"IA, Lyon",4,2.5,2.25,3.75,3.75,,2.75,3.5,54.37,51.93,0.33,2.07,0.59,0.9,3.51,77.33324999999999,5,24,12.0,5,251891.5,2,7
"IA, Montgomery",4,2.75,2.25,3.25,3.5,3.0,3.67,4.33,47.5,33.35,0.33,2.11,0.69,0.95,3.72,43.792,3,2,1.0,2,45864.0,0,2
"IA, Madison",2,2.0,1.0,2.0,2.0,3.0,4.0,4.0,75.4,85.45,22.0,2.4,0.63,0.63,3.63,147.33350000000002,3,32,8.0,11,775591.02,3,14
"IA, Kossuth",4,3.25,2.25,3.5,3.5,3.0,4.67,4.67,49.57,24.77,0.33,2.79,0.45,1.27,4.38,51.5835,3,2,1.0,4,27994.1,0,4
"IA, Emmet",3,2.67,2.33,2.67,2.0,4.5,2.67,3.0,56.33,72.33,0.33,2.33,0.64,0.71,3.62,46.111,0,5,0.0,12,39487.5,1,13
"IA, Harrison",4,2.0,2.0,2.5,2.0,3.33,3.0,3.0,63.5,81.15,2.0,2.3,0.84,0.64,3.75,61.75,7,34,8.0,5,78105.79000000001,1,6
"IA, Union",2,3.0,2.5,4.5,4.5,4.0,2.5,3.0,66.25,63.1,0.0,1.75,0.8,0.69,3.22,27.6665,3,8,0.0,0,0.0,1,1
"IA, Van Buren",1,4.0,4.0,3.0,1.0,5.0,2.0,2.0,,,,2.06,0.57,0.5,3.12,12.667,0,0,0.0,2,1625.0,0,2
"IA, Plymouth",5,2.8,2.4,3.0,2.8,4.33,3.5,3.75,54.18,52.6,0.75,2.19,0.62,0.91,3.63,43.2336,4,4,3.0,8,65217.57000000001,1,9
"IA, Ida",3,3.0,3.0,2.33,2.0,4.0,3.67,3.67,54.87,68.27,1.0,2.2,1.0,0.79,3.92,24.666666666666668,0,4,0.0,0,0.0,0,0
"IA, Dallas",10,2.38,2.12,3.75,3.5,4.0,2.88,3.0,59.33,70.24,1.0,2.72,0.62,0.79,4.1,50.33324999999999,9,33,10.0,14,172637.76,2,16
"IA, Marshall",5,3.0,2.6,3.8,3.6,4.0,2.5,2.75,41.6,28.37,0.33,2.81,0.62,0.81,4.2,36.9334,3,20,6.0,10,149463.6,0,10
"IA, Wapello",3,3.33,2.33,4.67,4.67,4.0,3.67,4.33,56.97,45.43,0.0,2.08,0.58,1.01,3.56,42.22233333333333,2,21,3.0,3,130973.0,1,4
"IA, Winnebago",3,3.67,3.0,3.67,3.67,4.0,3.33,3.33,58.97,60.0,0.67,2.1,0.84,0.72,3.61,25.944666666666667,1,2,5.0,4,38132.25,0,4
"IA, Cass",4,1.75,1.75,3.0,3.0,3.5,2.33,2.67,65.37,59.6,1.0,1.87,0.66,0.55,3.04,72.54175000000001,7,27,5.0,15,567364.15,0,15
"IA, Clinton",4,4.0,3.75,4.25,4.25,3.33,3.5,4.25,54.83,51.03,0.0,2.31,0.38,0.95,3.57,16.5,1,1,0.0,2,3907.8,0,2
"IA, Pocahontas",3,2.67,2.33,4.0,4.0,,2.67,3.0,43.57,33.47,0.67,2.69,0.63,0.87,4.16,40.889,1,5,2.0,7,18200.0,0,7
"IA, Wayne",1,4.0,4.0,3.0,2.0,4.0,3.0,3.0,69.0,42.9,1.0,1.98,0.79,0.66,3.41,13.333,3,1,1.0,1,655.1,0,1
"IA, Ringgold",2,3.0,3.0,2.5,2.0,4.0,3.0,3.0,52.2,61.5,0.0,2.73,0.61,0.65,3.95,20.3335,0,0,2.0,1,3250.0,0,1
"IA, Appanoose",3,3.0,3.0,1.67,1.33,4.0,3.67,4.0,33.7,25.0,0.5,2.16,1.4,0.87,4.37,22.66633333333333,2,1,1.0,9,16346.41,0,9
"IA, Worth",2,4.5,4.5,3.5,3.0,5.0,4.0,4.5,90.6,100.0,2.0,2.71,0.56,1.05,4.28,7.6665,0,0,0.0,1,650.0,0,1
"IA, Pottawattamie",8,2.5,2.17,2.67,2.67,3.0,3.0,3.0,69.6,57.62,0.5,2.28,0.98,0.67,3.89,62.94433333333334,7,71,21.0,23,634444.2699999999,2,25
"IA, Carroll",5,4.0,3.0,4.75,4.25,4.67,4.33,4.33,51.65,32.3,0.0,2.61,0.7,1.14,4.35,31.875,8,8,4.0,13,34506.51,0,13
"IA, Audubon",2,3.5,3.0,3.5,3.0,4.0,3.5,4.0,38.35,26.8,0.0,2.52,0.67,0.82,3.99,21.333,1,0,2.0,1,650.0,0,1
"IA, Greene",2,3.0,2.5,3.5,3.5,,4.0,4.0,40.2,31.65,1.0,3.14,0.42,1.08,4.56,43.1665,0,2,0.0,2,5900.0,0,2
"IA, Washington",5,3.2,2.8,3.8,3.6,4.25,3.6,3.8,54.32,60.0,0.5,2.6,0.44,0.93,3.93,44.7666,2,39,8.0,28,106632.11,0,28
"IA, Taylor",2,5.0,4.0,4.0,4.0,,4.0,4.5,49.8,83.3,0.5,2.03,0.84,1.18,4.0,10.0,0,4,0.0,2,1625.0,0,2
"IA, Adair",3,2.67,1.67,3.67,3.0,5.0,4.5,5.0,38.05,38.4,1.0,2.13,0.71,1.15,3.84,52.94433333333333,1,5,4.0,5,193336.0,0,5
"IA, Crawford",2,3.5,2.5,4.0,3.0,5.0,3.5,4.0,47.35,41.05,0.0,2.06,0.8,0.86,3.66,30.3335,0,5,5.0,1,3250.0,0,1
"IA, Allamakee",4,4.5,4.5,4.25,3.75,4.33,4.0,4.5,36.3,41.2,0.67,2.14,0.56,1.04,3.62,3.8335,0,0,0.0,1,650.0,0,1
"IA, Grundy",4,4.0,3.5,3.25,2.25,4.5,4.0,4.25,53.97,45.0,0.0,2.57,0.55,0.91,3.99,17.33325,0,2,1.0,5,10525.0,0,5
"IA, Buena Vista",3,3.67,2.33,4.0,4.0,4.5,4.33,4.67,54.8,55.13,0.5,2.31,0.53,1.13,3.87,39.111333333333334,0,1,3.0,19,55064.1,0,19
"IA, Decatur",2,3.5,3.0,3.5,3.5,,3.0,3.0,51.9,28.6,0.0,2.17,0.8,0.68,3.58,25.667,1,15,0.0,1,650.0,0,1
"IA, Guthrie",2,1.5,1.5,3.5,3.5,1.0,2.0,2.5,46.25,16.7,0.5,1.91,0.66,0.63,3.17,63.25,2,14,0.0,9,61297.5,0,9
"IA, Monona",3,3.33,2.67,3.67,2.67,4.0,3.67,3.33,40.93,26.77,0.0,2.34,0.8,0.76,3.87,32.0,2,16,1.0,1,650.0,1,2
"IA, Poweshiek",5,4.4,4.2,4.4,4.6,4.0,3.2,3.6,47.34,50.48,0.4,2.42,0.67,0.9,3.92,12.2666,0,18,0.0,1,657.8,0,1
"IA, Cedar",4,4.5,4.25,4.5,4.5,4.33,3.5,4.0,43.7,16.67,0.25,2.29,0.44,0.93,3.57,7.66675,2,0,1.0,0,0.0,0,0
"IA, Hamilton",3,1.67,1.67,2.67,2.33,3.0,3.33,3.33,54.75,58.3,1.0,2.79,0.47,0.75,3.99,51.666666666666664,3,9,8.0,7,84478.92,0,7
"IA, Mahaska",3,2.0,1.67,4.67,4.67,5.0,1.67,1.67,65.4,65.1,0.33,2.09,0.66,0.48,3.21,93.0,5,35,7.0,11,157512.85,1,12
"IA, Jones",2,4.0,3.5,4.0,3.5,4.0,3.5,4.5,62.35,52.25,1.0,2.01,0.28,1.16,3.35,17.0,0,5,0.0,3,2275.0,1,4
"IA, Mills",2,2.5,2.0,3.5,3.0,4.0,3.0,3.0,58.05,42.5,0.0,2.79,0.71,0.96,4.48,49.75,10,3,5.0,13,136031.13,0,13
"IA, Adams",1,2.0,2.0,4.0,4.0,,3.0,3.0,48.0,,1.0,2.05,0.69,0.72,3.47,34.0,2,1,0.0,0,0.0,0,0
"IA, Tama",5,2.8,2.4,3.4,4.0,2.5,3.2,3.4,51.18,40.17,0.0,2.3,0.69,0.69,3.64,42.0668,6,20,7.0,4,24286.7,0,4
"IA, Clarke",1,2.0,2.0,3.0,3.0,4.0,2.0,2.0,57.4,57.1,0.0,2.14,0.68,0.4,3.22,38.0,2,1,0.0,0,0.0,0,0
"IA, Chickasaw",2,5.0,4.0,5.0,5.0,5.0,3.5,4.0,54.4,57.1,1.0,2.1,0.42,1.05,3.48,7.667,0,2,1.0,0,0.0,0,0
"IA, Buchanan",3,4.67,3.67,5.0,5.0,,3.33,3.67,39.3,21.45,0.0,2.56,0.56,0.88,3.95,13.110999999999999,0,0,0.0,1,15000.0,0,1
"IA, Lucas",1,1.0,1.0,4.0,3.0,5.0,2.0,2.0,88.1,83.3,,2.24,0.75,0.46,3.45,85.5,3,26,2.0,1,142860.0,0,1
"IA, Jefferson",2,1.0,1.0,4.0,3.0,5.0,2.0,2.5,69.1,63.6,0.0,1.2,0.33,0.44,1.95,90.75,1,17,2.0,9,113200.13,0,9
"IA, Marion",5,2.2,2.4,2.5,2.75,2.5,2.67,3.0,38.35,23.6,0.0,2.19,0.74,0.8,3.67,49.4,10,30,14.0,9,129816.76000000001,1,10
"IA, Butler",6,4.0,3.33,4.0,3.67,4.5,4.2,4.6,42.2,37.87,1.0,2.14,0.81,1.11,3.93,24.8055,0,12,7.0,2,13000.0,0,2
"IA, Monroe",2,1.0,1.0,2.5,2.5,,2.0,3.0,61.55,55.0,0.5,1.58,0.51,0.65,2.66,91.0,0,13,4.0,10,259823.49,1,11
"IA, Hardin",4,3.75,3.75,3.75,3.0,4.0,3.0,3.5,35.35,31.73,0.0,1.94,0.75,0.83,3.43,12.83325,3,0,0.0,9,13099.58,0,9
"IA, Iowa",4,4.0,3.5,3.25,3.25,3.0,4.0,4.25,39.65,32.67,0.25,2.5,0.48,1.08,3.97,15.8335,1,3,0.0,1,650.0,0,1
"IA, Story",7,3.71,2.86,3.86,3.14,4.0,4.33,4.5,47.2,26.52,1.2,2.77,0.56,1.11,4.35,37.762,14,16,1.0,9,195065.47000000003,2,11
"IA, Keokuk",3,2.33,2.67,1.67,1.67,,2.33,2.33,44.4,50.0,1.0,2.55,1.07,0.62,4.19,38.666666666666664,0,13,10.0,7,8125.0,0,7
"IA, Davis",2,4.5,3.5,3.0,2.5,3.0,5.0,5.0,45.25,17.85,0.5,2.65,1.0,1.16,4.77,13.0,1,2,0.0,0,0.0,0,0
"IA, Cherokee",5,2.4,2.0,3.8,3.4,3.67,3.33,3.67,53.5,41.65,0.0,2.3,0.77,0.76,3.81,54.5668,3,6,1.0,3,32548.75,0,3
